ThongTinID	TongDiem
BD1210113		31.45
BD1210114		26
BD1210115		32
BD1210116		29.9
BD1210117		31.35
BD1210118		29.95
BD1210119		22.45
BD1210120		25.6
BD1210121		13.8
BD1210122		28.25
BD1210123		26.65
BD1210124		28.75
BD1210125		28.55
BD1210126		32.35
BD1210127		9.45
BD1210128		35.85
BD1210129		38.25
BD1210130		38.9
BD1210131		31.75
BD1210132		34.2
BD1210133		43.75
BD1210134		25.95
BD1210135		43
BD1210136		25.35
BD1210137		18.55
BD1210138		36.5
BD1210139		33.25
BD1210140		32.45
BD1210141		36.15
BD1210142		16.4
BD1210143		40.55
BD1210144		33.05
BD1210145		31.35
BD1210146		29.3
BD1210147		26.95
BD1210148		9.9
BD1210149		28.75
BD1210150		39.5
BD1210151		9.05
BD1210152		37.05
BD1210153		26.9
BD1210154		35
BD1210155		41.6
BD1210156		39.45
BD1210157		33.9
BD1210158		33.8
BD1210159		42.35
BD1210160		19.85
BD1210161		30.65
BD1210162		32.75
BD1210163		53.5
BD1210164		52.5
BD1210165		31.7
BD1210166		28.7
BD1210167		45.9
BD1210168		31.1
BD1210169		35
BD1210170		31.7
BD1210171		37.3
BD1210172		31.85
BD1210173		29.5
BD1210174		49.3
BD1210175		28.8
BD1210176		33.9
BD1210177		33.1
BD1210178		33.9
BD1210179		35.6
BD1210180		34.95
BD1210181		51.65
BD1210182		26.15
BD1210183		26.3
BD1210184		28.3
BD1210185		37.35
BD1210186		32.95
BD1210187		42.45
BD1210188		31.8
BD1210189		41.05
BD1210190		34.4
BD1210191		36
BD1210192		27.4
BD1210193		33.4
BD1210194		33.8
BD1210195		34.65
BD1210196		33.3
BD1210197		38.65
BD1210198		35.25
BD1210199		31.4
BD1210200		24.95
BD1210201		31.35
BD1210202		38.25
BD1210203		33.25
BD1210204		29.15
BD1210205		32.1
BD1210206		37.35
BD1210207		28.65
BD1210208		41.7
BD1210209		31.3
BD1210210		28.55
BD1210211		25.15
BD1210212		28.75
BD1210213		40.35
BD1210214		32.25
BD1210215		31.9
BD1210216		37.2
BD1210217		35.05
BD1210218		27.35
BD1210219		36.25
BD1210220		42.4
BD1210221		31.45
BD1210222		30.3
BD1210223		35.9
BD1210224		24.3
BD1210225		43.05
BD1210226		32.7
BD1210227		31.75
BD1210228		34.8
BD1210229		9.1
BD1210230		34.95
BD1210231		35.5
BD1210232		36.75
BD1210233		32.05
BD1210234		33.8
BD1210235		35
BD1210236		41.05
BD1210237		29.8
BD1210238		36.95
BD1210239		30.7
BD1210240		33.95
BD1210241		23.9
BD1210242		29.05
BD1210243		33.65
BD1210244		33.6
BD1210245		33.35
BD1210246		21.65
BD1210247		21.55
BD1210248		33.1
BD1210249		32.75
BD1210250		30
BD1210251		44.1
BD1210252		46.3
BD1210253		44.65
BD1210254		32.15
BD1210255		29.8
BD1210256		9.65
BD1210257		40.15
BD1210258		35.45
BD1210259		29.4
BD1210260		30.85
BD1210261		28.45
BD1210262		30.45
BD1210263		24
BD1210264		26.95
BD1210265		31.5
BD1210266		31.15
BD1210267		37
BD1210268		33.45
BD1210269		37.75
BD1210270		27.8
BD1210271		34.75
BD1210272		37.6
BD1210273		41.8
BD1210274		48.15
BD1210275		46.9
BD1210276		28.8
BD1210277		24.55
BD1210278		45.25
BD1210279		22.7
BD1210280		26.1
BD1210281		25.4
BD1210282		39.45
BD1210283		35.05
BD1210284		32.65
BD1210285		39.4
BD1210286		29.9
BD1210287		30.65
BD1210288		37.4
BD1210289		39.35
BD1210290		22.85
BD1210291		37.65
BD1210292		31.85
BD1210293		35.2
BD1210294		34.85
BD1210295		25.3
BD1210296		31.4
BD1210298		43.8
BD1210299		28.05
BD1210300		42.95
BD1210301		36.55
BD1210302		27.9
BD1210303		13.75
BD1210304		34.6
BD1210305		29
BD1210306		27.45
BD1210307		40.35
BD1210308		41.7
BD1210309		37.8
BD1210310		34.7
BD1210311		37.05
BD1210312		34.1
BD1210313		36.35
BD1210314		26.2
BD1210315		30
BD1210316		27.35
BD1210317		38.55
BD1210318		33.65
BD1210319		30.95
BD1210320		60.9
BD1210321		27.85
BD1210322		38.6
BD1210323		44.5
BD1210324		34.4
BD1210325		39.65
BD1210326		31.5
BD1210327		45.15
BD1210328		29.3
BD1210329		33
BD1210330		35.95
BD1210331		33.25
BD1210332		25.2
BD1210333		33.95
BD1210334		31.55
BD1210335		26.25
BD1210336		25.65
BD1210337		30.85
BD1210338		26.6
BD1210339		31.75
BD1210340		22.8
BD1210341		33.25
BD1210342		46.15
BD1210343		32.45
BD1210344		28.1
BD1210345		26.1
BD1210346		17.05
BD1210347		31.9
BD1210348		42.65
BD1210349		34.95
BD1210350		34.9
BD1210351		36.45
BD1210352		46.2
BD1210353		40.15
BD1210354		28.35
BD1210355		28.95
BD1210356		24.3
BD1210357		24.35
BD1210358		31.35
BD1210359		39.4
BD1210360		43.7
BD1210361		36.25
BD1210362		25.05
BD1210363		39.8
BD1210364		47.35
BD1210365		35.2
BD1210366		34
BD1210367		27.25
BD1210368		33.6
BD1210369		39.85
BD1210370		36.8
BD1210371		30.8
BD1210372		40.2
BD1210373		24.2
BD1210374		37.55
BD1210375		44
BD1210376		27.4
BD1210377		57.05
BD1210378		27.5
BD1210379		24.6
BD1210380		35.15
BD1210381		40.5
BD1210382		33.85
BD1210383		31.35
BD1210384		41.55
BD1210385		37.8
BD1210386		41.95
BD1210387		35.1
BD1210388		38.8
BD1210389		26.9
BD1210390		35.85
BD1210391		32.5
BD1210392		30.9
BD1210393		33.25
BD1210394		34.9
BD1210395		48.45
BD1210396		36.9
BD1210397		36.55
BD1210398		26.95
BD1210399		43.15
BD1210400		26.5
BD1210401		33.4
BD1210402		31.4
BD1210403		34.3
BD1210404		41.45
BD1210405		31.75
BD1210406		38.6
BD1210407		30.75
BD1210408		29.85
BD1210409		31.65
BD1210410		31.35
BD1210411		44.95
BD1210413		39.8
BD1210414		31.2
BD1210415		43.95
BD1210416		34.3
BD1210417		27.7
BD1210418		31.2
BD1210419		29.05
BD1210420		31.05
BD1210421		10.65
BD1210422		22.4
BD1210423		34.85
BD1210424		39
BD1210425		35.55
BD1210426		39.95
BD1210427		46.15
BD1210428		34.8
BD1210429		23.1
BD1210430		15.35
BD1210431		45.85
BD1210432		27.7
BD1210433		33
BD1210434		33.9
BD1210435		11.45
BD1210436		41.85
BD1210437		21.7
BD1210438		39.9
BD1210439		22.3
BD1210440		36.3
BD1210441		26.85
BD1210442		46.25
BD1210443		51.75
BD1210444		31.25
BD1210445		28.7
BD1210446		38.05
BD1210447		24
BD1210448		22.1
BD1210449		32
BD1210450		39.2
BD1210451		25.8
BD1210452		9.45
BD1210453		27.3
BD1210454		43.4
BD1210455		41.95
BD1210456		31.8
BD1210457		36.8
BD1210458		38.25
BD1210459		38
BD1210460		38
BD1210461		31.8
BD1210462		28.05
BD1210463		24.85
BD1210464		21.25
BD1210465		33.7
BD1210466		31.6
BD1210467		25.2
BD1210468		29.45
BD1210469		37.65
BD1210470		33.4
BD1210471		37.85
BD1210472		40.2
BD1210473		42.8
BD1210474		22.95
BD1210475		46.7
BD1210476		34.2
BD1210477		40.8
BD1210478		26.85
BD1210479		29.35
BD1210480		38.4
BD1210481		29.25
BD1210482		30.8
BD1210483		35.75
BD1210484		23
BD1210485		28.55
BD1210486		38.35
BD1210487		24.25
BD1210488		25.25
BD1210489		34.6
BD1210490		26.55
BD1210491		28.9
BD1210492		39.05
BD1210493		32.25
BD1210494		31.25
BD1210495		37
BD1210496		37.2
BD1210497		30.85
BD1210498		38.35
BD1210499		30.7
BD1210500		41.7
BD1210501		38.3
BD1210502		28.3
BD1210503		49.1
BD1210504		22
BD1210505		33.15
BD1210506		48.85
BD1210507		25.7
BD1210508		28.85
BD1210509		24.55
BD1210510		43.45
BD1210511		40
BD1210512		33.85
BD1210513		34
BD1210514		29
BD1210515		29.6
BD1210516		35.6
BD1210517		30.15
BD1210518		30.9
BD1210519		35.35
BD1210520		40.35
BD1210521		35.35
BD1210522		26.6
BD1210523		44.75
BD1210524		31.95
BD1210525		27.4
BD1210526		30.7
BD1210527		38.6
BD1210528		36.95
BD1210529		26.8
BD1210530		34.9
BD1210531		31.8
BD1210532		26.75
BD1210533		30.4
BD1210534		33.35
BD1210535		32.75
BD1210536		54.65
BD1210537		32.8
BD1210538		19.8
BD1210539		45.15
BD1210540		30.3
BD1210541		38.85
BD1210542		47.95
BD1210543		44.3
BD1210544		46.65
BD1210545		31.65
BD1210546		46.05
BD1210547		35.1
BD1210548		34.4
BD1210549		39.35
BD1210550		30.85
BD1210551		53
BD1210552		28.95
BD1210553		23.65
BD1210554		39.3
BD1210555		24.05
BD1210556		33.3
BD1210557		42
BD1210558		24.75
BD1210559		31.1
BD1210560		38.1
BD1210561		27.5
BD1210562		34.35
BD1210563		20.4
BD1210564		39.25
BD1210565		33.1
BD1210566		30.85
BD1210567		48.3
BD1210568		28.6
BD1210569		35.8
BD1210570		31.95
BD1210571		45.15
BD1210572		34.4
BD1210573		32.25
BD1210574		31
BD1210575		29.4
BD1210576		42.6
BD1210577		22.15
BD1210578		30.45
BD1210579		23.4
BD1210580		29.2
BD1210581		36.15
BD1210582		30.95
BD1210583		30.75
BD1210584		32.4
BD1210585		42.05
BD1210586		24.3
BD1210587		26.55
BD1210588		47.85
BD1210589		18.35
BD1210590		22.15
BD1210591		32.55
BD1210592		43.9
BD1210593		28.25
BD1210594		32.55
BD1210595		31.9
BD1210596		37.75
BD1210597		44.6
BD1210598		33.2
BD1210599		20.1
BD1210600		22.05
BD1210601		47.75
BD1210602		28.6
BD1210603		31.15
BD1210604		33.9
BD1210605		30.35
BD1210606		29.95
BD1210607		39.3
BD1210608		37.1
BD1210609		36.9
BD1210610		22.9
BD1210611		31.6
BD1210612		41.25
BD1210613		37.05
BD1210614		41.75
BD1210615		44.75
BD1210616		31.9
BD1210617		33.8
BD1210618		42.85
BD1210619		39.8
BD1210620		29
BD1210621		30.85
BD1210622		14.05
BD1210623		38.5
BD1210624		32.2
BD1210625		32.95
BD1210626		39.5
BD1210627		39.3
BD1210628		31.25
BD1210629		53.1
BD1210630		40.2
BD1210631		40.15
BD1210632		36.85
BD1210633		36.95
BD1210634		32.45
BD1210635		27.65
BD1210636		28.65
BD1210637		38.3
BD1210638		26.75
BD1210639		29.95
BD1210640		37.9
BD1210641		33.5
BD1210642		35
BD1210643		34.55
BD1210644		35.3
BD1210645		36.7
BD1210646		8.75
BD1210647		20.7
BD1210648		37.4
BD1210649		32.6
BD1210650		29.3
BD1210651		29.5
BD1210652		33.55
BD1210653		30.9
BD1210654		30.85
BD1210655		30.9
BD1210656		33.3
BD1210657		14.4
BD1210658		55.35
BD1210659		27.85
BD1210660		43.15
BD1210661		30.2
BD1210662		37.75
BD1210663		29.9
BD1210664		40.9
BD1210665		27.85
BD1210666		40.1
BD1210667		38.8
BD1210668		39.05
BD1210669		31.75
BD1210670		33.5
BD1210671		36.8
BD1210672		30.7
BD1210673		36.2
BD1210674		38.2
BD1210675		34.25
BD1210676		35.05
BD1210677		31.9
BD1210678		24.65
BD1210679		34.55
BD1210680		27
BD1210681		34.55
BD1210682		23.2
BD1210683		33.45
BD1210684		33.95
BD1210685		25.1
BD1210686		37.4
BD1210687		37.85
BD1210688		26.9
BD1210689		30.55
BD1210690		37.25
BD1210691		31.3
BD1210692		31.5
BD1210693		31.5
BD1210694		30.85
BD1210695		31.05
BD1210696		40.35
BD1210697		22.65
BD1210698		33.8
BD1210699		34.6
BD1210700		32.35
BD1210701		44.3
BD1210702		28.45
BD1210703		40.95
BD1210704		52.15
BD1210705		35.3
BD1210706		34.95
BD1210707		27.05
BD1210708		29.65
BD1210709		38.3
BD1210710		32.1
BD1210711		33.6
BD1210712		39.3
BD1210713		27.65
BD1210714		26.85
BD1210715		31.5
BD1210716		36.7
BD1210717		32.55
BD1210718		29.2
BD1210719		26.45
BD1210720		53.8
BD1210721		32.25
BD1210722		34.15
BD1210723		34.1
BD1210724		44.05
BD1210725		27.1
BD1210726		30.85
BD1210727		36.25
BD1210728		37.45
BD1210729		28.3
BD1210730		30.5
BD1210731		30.4
BD1210732		41.15
BD1210733		34.7
BD1210734		28.5
BD1210735		38.9
BD1210736		37.3
BD1210737		35.85
BD1210738		31.3
BD1210739		46.4
BD1210740		25.8
BD1210741		35.65
BD1210742		26.3
BD1210743		39.15
BD1210744		40.35
BD1210745		30.45
BD1210746		30.9
BD1210747		24.35
BD1210748		33.65
BD1210749		43.6
BD1210750		46.2
BD1210751		37.45
BD1210752		13.6
BD1210753		42.3
BD1210754		46.5
BD1210755		26.55
BD1210756		43.5
BD1210757		27.75
BD1210758		28.05
BD1210759		36.15
BD1210760		30.1
BD1210761		38.55
BD1210762		11.3
BD1210763		28.65
BD1210764		32.55
BD1210765		28
BD1210766		60.65
BD1210767		21
BD1210768		54.15
BD1210769		32.95
BD1210770		36.05
BD1210771		36.35
BD1210772		31.35
BD1210773		29.25
BD1210774		35.8
BD1210775		30.55
BD1210776		29.5
BD1210777		42.1
BD1210778		32.05
BD1210779		25.5
BD1210780		33.9
BD1210781		32.25
BD1210782		27
BD1210783		33
BD1210784		29.05
BD1210785		31.45
BD1210786		35.25
BD1210787		49.05
BD1210788		33.45
BD1210789		32.4
BD1210790		25.75
BD1210791		45.4
BD1210792		40.55
BD1210793		34.8
BD1210794		35
BD1210795		21.05
BD1210796		34.75
BD1210797		17.4
BD1210798		35.5
BD1210799		37.2
BD1210800		43.1
BD1210801		14.6
BD1210802		40.45
BD1210803		37.1
BD1210804		42.85
BD1210805		25.85
BD1210806		37.3
BD1210807		36.2
BD1210808		38.6
BD1210809		41.05
BD1210810		44
BD1210811		42.95
BD1210812		33.45
BD1210813		34.8
BD1210814		39.45
BD1210815		30
BD1210816		31.35
BD1210817		39.15
BD1210818		21.5
BD1210819		35.55
BD1210820		25.3
BD1210821		35.15
BD1210822		45.9
BD1210823		31.05
BD1210824		25.5
BD1210825		14.9
BD1210826		36.3
BD1210827		36.35
BD1210828		9.4
BD1210829		28
BD1210830		42.5
BD1210831		29.55
BD1210832		39.5
BD1210833		33.25
BD1210834		36.85
BD1210835		34.85
BD1210836		36.75
BD1210837		32.65
BD1210838		38.45
BD1210839		37.9
BD1210840		26.95
BD1210841		25.5
BD1210842		28.65
BD1210843		33.9
BD1210844		36.35
BD1210845		41.25
BD1210846		25.55
BD1210847		38.55
BD1210848		35.7
BD1210849		39.85
BD1210850		34.3
BD1210851		31.8
BD1210852		30
BD1210853		22.7
BD1210854		30.05
BD1210855		29.05
BD1210856		22.85
BD1210857		27.9
BD1210858		37.45
BD1210859		40.05
BD1210860		32.5
BD1210861		31
BD1210862		39.8
BD1210863		43.05
BD1210864		31.1
BD1210865		29.85
BD1210866		46.9
BD1210867		38.8
BD1210868		23.75
BD1210869		21.25
BD1210870		36.05
BD1210871		32.75
BD1210872		21.4
BD1210873		30.75
BD1210874		38.95
BD1210875		43.4
BD1210876		44.1
BD1210877		29.85
BD1210878		37.9
BD1210879		33.45
BD1210880		28.75
BD1210881		40.2
BD1210882		35.75
BD1210883		30.7
BD1210884		47.9
BD1210885		35.3
BD1210886		31.25
BD1210887		32.1
BD1210888		33.5
BD1210889		25.05
BD1210890		48.6
BD1210891		33.1
BD1210892		24.4
BD1210893		39
BD1210894		27.55
BD1210895		37.45
BD1210896		33.95
BD1210897		33.7
BD1210898		33.5
BD1210899		25.15
BD1210900		50.45
BD1210901		34.9
BD1210902		47.6
BD1210903		12.1
BD1210904		33.2
BD1210905		34.85
BD1210906		30.9
BD1210907		29.55
BD1210908		34.9
BD1210909		21.75
BD1210910		42
BD1210911		40.1
BD1210912		32.95
BD1210913		35.85
BD1210914		33.05
BD1210915		37.6
BD1210916		32.65
BD1210917		37.1
BD1210918		29.55
BD1210919		49.85
BD1210920		19.7
BD1210921		34.35
BD1210922		26.05
BD1210923		47.75
BD1210924		12.55
BD1210925		32.95
BD1210926		38.5
BD1210927		35.55
BD1210928		38
BD1210929		12
BD1210930		43.7
BD1210931		48.25
BD1210932		13.7
BD1210933		47.85
BD1210934		48.5
BD1210935		29.1
BD1210936		28.45
BD1210937		22.9
BD1210938		32.75
BD1210939		37.15
BD1210940		26.6
BD1210941		31.9
BD1210942		26.8
BD1210943		47.3
BD1210944		36.35
BD1210945		26.95
BD1210946		31.95
BD1210947		35.9
BD1210948		33.45
BD1210949		43
BD1210950		41.6
BD1210951		43.3
BD1210952		30.25
BD1210953		32.1
BD1210954		47.7
BD1210955		34.15
BD1210956		39
BD1210957		32.9
BD1210958		35.05
BD1210959		35.35
BD1210960		48.2
BD1210961		27.5
BD1210962		23.9
BD1210963		29.55
BD1210964		36.75
BD1210965		37.3
BD1210966		33.8
BD1210967		32.25
BD1210968		16.2
BD1210969		43.8
BD1210970		29.3
BD1210971		37.05
BD1210972		41.1
BD1210973		32.05
BD1210974		30.4
BD1210975		34.85
BD1210976		30.1
BD1210977		37.3
BD1210978		21.6
BD1210979		34.4
BD1210980		26.45
BD1210981		30.05
BD1210982		39.9
BD1210983		34.7
BD1210984		29.1
BD1210985		41.2
BD1210986		22.85
BD1210987		9.25
BD1210988		48.8
BD1210989		47.95
BD1210990		31.25
BD1210991		30.6
BD1210992		31.9
BD1210993		30.6
BD1210994		36.3
BD1210995		33.25
BD1210996		31.35
BD1210997		33.9
BD1210998		27.85
BD1210999		48.15
BD1211000		32.85
BD1211001		33.35
BD1211002		37.85
BD1211003		23.55
BD1211004		30.5
BD1211005		21.05
BD1211006		23.9
BD1211007		37.3
BD1211008		35.65
BD1211009		40.45
BD1211010		34.95
BD1211011		19.75
BD1211012		30.9
BD1211013		24.6
BD1211014		38.7
BD1211015		41
BD1211016		31.15
BD1211017		29.05
BD1211018		35.35
BD1211019		26.65
BD1211020		27.55
BD1211021		27.75
BD1211022		33.5
BD1211023		33.55
BD1211024		36.2
BD1211025		16.25
BD1211026		40.7
BD1211027		36.8
BD1211028		35.95
BD1211029		36.25
BD1211030		31.7
BD1211031		37.7
BD1211032		29.65
BD1211033		40.15
BD1211034		29.35
BD1211035		30.7
BD1211036		21.6
BD1211037		27.9
BD1211038		33.8
BD1211039		36.65
BD1211040		38.8
BD1211041		39.4
BD1211042		39.55
BD1211043		38.3
BD1211044		35.45
BD1211045		47.7
BD1211046		36.25
BD1211047		33.6
BD1211048		31
BD1211049		33.9
BD1211050		41.1
BD1211051		46.65
BD1211052		37.6
BD1211053		43.25
BD1211054		18.15
BD1211055		19.6
BD1211056		34.35
BD1211057		34.8
BD1211058		36.05
BD1211059		35.15
BD1211060		27.35
BD1211061		31.25
BD1211062		32.85
BD1211063		9.8
BD1211064		44.55
BD1211065		39.45
BD1211066		36
BD1211067		34.1
BD1211068		37.4
BD1211069		23.6
BD1211070		23.55
BD1211071		23.45
BD1211072		23.5
BD1211073		37.05
BD1211074		28.7
BD1211075		32.35
BD1211076		41.8
BD1211077		39.65
BD1211078		32.15
BD1211079		36.55
BD1211080		32.1
BD1211081		32.3
BD1211082		48.25
BD1211083		27.05
BD1211084		29.35
BD1211085		37.8
BD1211086		32.8
BD1211087		29.95
BD1211088		44.9
BD1211089		22.75
BD1211090		31.15
BD1211091		38.9
BD1211092		39.65
BD1211093		31.5
BD1211094		41.6
BD1211095		32.15
BD1211096		33.85
BD1211097		34.15
BD1211098		36.45
BD1211099		7.4
BD1211100		33.5
BD1211101		42.15
BD1211102		31.15
BD1211103		31.05
BD1211104		26.9
BD1211105		27.55
BD1211106		36.15
BD1211107		31
BD1211108		22.8
BD1211109		31.6
BD1211110		30.7
BD1211111		27.85
BD1211112		41.5
BD1211113		31.65
BD1211114		35.4
BD1211115		45.1
BD1211116		34.4
BD1211117		25.55
BD1211118		34
BD1211119		33.4
BD1211120		27.85
BD1211121		32.45
BD1211122		42.85
BD1211123		57.55
BD1211124		34.7
BD1211125		42.25
BD1211126		25.9
BD1211127		36
BD1211128		53.95
BD1211129		21.05
BD1211130		18.35
BD1211131		8.2
BD1211132		20.25
BD1211133		36.9
BD1211134		34.9
BD1211135		30.7
BD1211136		28.75
BD1211137		31.55
BD1211138		42.55
BD1211139		34.75
BD1211140		30.35
BD1211141		34.25
BD1211142		39.2
BD1211143		32.4
BD1211144		25.8
BD1211145		32.2
BD1211146		31.9
BD1211147		49.3
BD1211148		52.9
BD1211149		26.65
BD1211150		28.6
BD1211151		34.8
BD1211152		30.55
BD1211153		28.85
BD1211154		35.5
BD1211155		36.7
BD1211156		39.65
BD1211157		38.3
BD1211158		17.75
BD1211159		41.1
BD1211160		33.7
BD1211161		35.85
BD1211162		35.2
BD1211163		39.85
BD1211164		33.5
BD1211165		28.9
BD1211166		23.4
BD1211167		41.1
BD1211168		21.4
BD1211169		30.95
BD1211170		34.65
BD1211171		21.45
BD1211172		25.4
BD1211173		17.4
BD1211174		41.25
BD1211175		36.3
BD1211176		28.3
BD1211177		35.4
BD1211178		16
BD1211179		34.95
BD1211180		30.3
BD1211181		34.45
BD1211182		25.2
BD1211183		44
BD1211184		32.8
BD1211185		35.7
BD1211186		25.65
BD1211187		36.3
BD1211188		34.4
BD1211189		33.4
BD1211190		40.3
BD1211191		35.25
BD1211192		38.6
BD1211193		22.15
BD1211194		33
BD1211195		30.6
BD1211196		35.8
BD1211197		36.9
BD1211198		26.9
BD1211199		42.95
BD1211200		33.5
BD1211201		31.6
BD1211202		23.1
BD1211203		29.25
BD1211204		35.2
BD1211205		36.55
BD1211206		45.2
BD1211207		37.65
BD1211208		42.35
BD1211209		27.2
BD1211210		39.6
BD1211211		39.15
BD1211212		32.55
BD1211213		33.6
BD1211214		36.5
BD1211215		34.5
BD1211216		27.55
BD1211217		37.2
BD1211218		50.35
BD1211219		23.05
BD1211220		34.45
BD1211221		31.75
BD1211222		37.8
BD1211223		45.05
BD1211224		44.95
BD1211225		34
BD1211226		38.35
BD1211227		31.75
BD1211228		23.9
BD1211229		32.85
BD1211230		27.45
BD1211231		43.05
BD1211232		36.45
BD1211233		30.4
BD1211234		29.55
BD1211235		13.15
BD1211236		34.8
BD1211237		27.15
BD1211238		40.1
BD1211239		39
BD1211240		38.7
BD1211241		38.75
BD1211242		37.1
BD1211243		34.2
BD1211244		42.85
BD1211245		16.25
BD1211246		17.85
BD1211247		39.75
BD1211248		36.2
BD1211249		32.4
BD1211250		34.35
BD1211251		42.65
BD1211252		27.95
BD1211253		34.1
BD1211254		38
BD1211255		36.2
BD1211256		35.1
BD1211257		30.3
BD1211258		38
BD1211259		26.15
BD1211260		22.4
BD1211261		36.5
BD1211262		31.5
BD1211263		32.4
BD1211264		33.55
BD1211265		19.3
BD1211266		41.2
BD1211267		35.65
BD1211268		34.25
BD1211269		33.2
BD1211270		30.3
BD1211271		36.6
BD1211272		21.95
BD1211273		33.2
BD1211274		27.85
BD1211275		38.4
BD1211276		30.65
BD1211277		23
BD1211278		35.05
BD1211279		43.05
BD1211280		45.25
BD1211281		34.2
BD1211282		43.1
BD1211283		30.1
BD1211284		43.75
BD1211285		36.45
BD1211286		24.05
BD1211287		34.5
BD1211288		31.2
BD1211289		36.5
BD1211290		32.7
BD1211291		30.5
BD1211292		30.85
BD1211293		35.9
BD1211294		29.75
BD1211295		23.6
BD1211296		32.8
BD1211297		29.65
BD1211298		32.4
BD1211299		36.9
BD1211300		28.05
BD1211301		31.05
BD1211302		32.3
BD1211303		27
BD1211304		28.75
BD1211305		30.85
BD1211306		40.25
BD1211307		37.8
BD1211308		37.65
BD1211309		42.15
BD1211310		25.35
BD1211311		44.5
BD1211312		42.85
BD1211313		29.1
BD1211314		25.85
BD1211315		33.1
BD1211316		36.75
BD1211317		28.95
BD1211318		54.1
BD1211319		39.25
BD1211320		38.75
BD1211321		31.55
BD1211322		40.45
BD1211323		46.65
BD1211324		20.45
BD1211325		37.65
BD1211326		31.65
BD1211327		32.65
BD1211328		30.5
BD1211329		21.75
BD1211330		34.65
BD1211331		30.35
BD1211332		32.8
BD1211333		37
BD1211334		16.55
BD1211335		30.55
BD1211336		28
BD1211337		17.8
BD1211338		28.05
BD1211339		37.8
BD1211340		37.8
BD1211341		31.4
BD1211342		25.6
BD1211343		26.1
BD1211344		39.45
BD1211345		38.2
BD1211346		22.6
BD1211347		23.95
BD1211348		35.9
BD1211349		44.25
BD1211350		42
BD1211351		35.55
BD1211352		30.3
BD1211353		33.85
BD1211354		41.8
BD1211355		34.9
BD1211356		38.75
BD1211357		33.95
BD1211358		31.3
BD1211359		37.35
BD1211360		41.35
BD1211361		36.5
BD1211362		36.95
BD1211363		36.45
BD1211364		24.25
BD1211365		28.15
BD1211366		38.45
BD1211367		17.35
BD1211368		30.1
BD1211369		34.75
BD1211370		34.5
BD1211371		32.7
BD1211372		22.55
BD1211373		31.2
BD1211374		37.35
BD1211375		42
BD1211376		28.65
BD1211377		33.45
BD1211378		31
BD1211379		32.7
BD1211380		36.75
BD1211381		33.4
BD1211382		34.75
BD1211383		33.3
BD1211384		37.35
BD1211385		24.75
BD1211386		31
BD1211387		55.7
BD1211388		21.95
BD1211389		45.4
BD1211390		39.95
BD1211391		31.8
BD1211392		29.6
BD1211393		36.75
BD1211394		38.35
BD1211395		36.9
BD1211396		52.95
BD1211397		21.2
BD1211398		26.1
BD1211399		29.35
BD1211400		35.15
BD1211401		6.2
BD1211402		31.9
BD1211403		37.95
BD1211404		35.45
BD1211405		36.4
BD1211406		35.85
BD1211407		32.6
BD1211408		35.4
BD1211409		36.65
BD1211410		29.15
BD1211411		38.15
BD1211412		21.1
BD1211413		36.5
BD1211414		33.45
BD1211415		28.15
BD1211416		33.3
BD1211417		34.4
BD1211418		38.2
BD1211419		39.05
BD1211420		27.75
BD1211421		42.05
BD1211422		33.25
BD1211423		24.55
BD1211424		35.1
BD1211425		37.25
BD1211426		27.05
BD1211427		34.5
BD1211428		23.1
BD1211429		33.75
BD1211430		40.7
BD1211431		33.55
BD1211432		28.8
BD1211433		45.2
BD1211434		33.25
BD1211435		32.2
BD1211436		38.3
BD1211437		29.2
BD1211438		34.1
BD1211439		25.1
BD1211440		38.2
BD1211441		38.05
BD1211442		27.2
BD1211443		33.85
BD1211444		44.35
BD1211445		40.95
BD1211446		29.15
BD1211447		49.35
BD1211448		32.45
